date,product_id,product_name,category,units_sold,day_of_week,week_number,month
2026-01-20,PROD-002,USB-C Cable,Electronics,127,Tuesday,4,2026-01
2026-01-21,PROD-002,USB-C Cable,Electronics,140,Wednesday,4,2026-01
2026-01-22,PROD-002,USB-C Cable,Electronics,85,Thursday,4,2026-01
2026-01-23,PROD-002,USB-C Cable,Electronics,82,Friday,4,2026-01
2026-01-24,PROD-002,USB-C Cable,Electronics,94,Saturday,4,2026-01
2026-01-25,PROD-002,USB-C Cable,Electronics,105,Sunday,4,2026-01
2026-01-26,PROD-002,USB-C Cable,Electronics,69,Monday,5,2026-01
2026-01-27,PROD-002,USB-C Cable,Electronics,71,Tuesday,5,2026-01
2026-01-28,PROD-002,USB-C Cable,Electronics,17,Wednesday,5,2026-01
2026-01-29,PROD-002,USB-C Cable,Electronics,83,Thursday,5,2026-01
2026-01-30,PROD-002,USB-C Cable,Electronics,86,Friday,5,2026-01
2026-01-31,PROD-002,USB-C Cable,Electronics,90,Saturday,5,2026-01
2026-02-01,PROD-002,USB-C Cable,Electronics,103,Sunday,5,2026-02
2026-02-02,PROD-002,USB-C Cable,Electronics,56,Monday,6,2026-02
2026-02-03,PROD-002,USB-C Cable,Electronics,85,Tuesday,6,2026-02
2026-02-04,PROD-002,USB-C Cable,Electronics,71,Wednesday,6,2026-02
2026-02-05,PROD-002,USB-C Cable,Electronics,89,Thursday,6,2026-02
2026-02-06,PROD-002,USB-C Cable,Electronics,82,Friday,6,2026-02
2025-08-10,PROD-003,Laptop Stand,Office,2,Sunday,32,2025-08
2025-08-11,PROD-003,Laptop Stand,Office,25,Monday,33,2025-08
2025-08-12,PROD-003,Laptop Stand,Office,36,Tuesday,33,2025-08
2025-08-13,PROD-003,Laptop Stand,Office,29,Wednesday,33,2025-08
2025-08-14,PROD-003,Laptop Stand,Office,30,Thursday,33,2025-08
2025-08-15,PROD-003,Laptop Stand,Office,22,Friday,33,2025-08
2025-08-16,PROD-003,Laptop Stand,Office,21,Saturday,33,2025-08
2025-08-17,PROD-003,Laptop Stand,Office,17,Sunday,33,2025-08
2025-08-18,PROD-003,Laptop Stand,Office,39,Monday,34,2025-08
2025-08-19,PROD-003,Laptop Stand,Office,36,Tuesday,34,2025-08
2025-08-20,PROD-003,Laptop Stand,Office,34,Wednesday,34,2025-08
2025-08-21,PROD-003,Laptop Stand,Office,27,Thursday,34,2025-08
2025-08-22,PROD-003,Laptop Stand,Office,24,Friday,34,2025-08
2025-08-23,PROD-003,Laptop Stand,Office,19,Saturday,34,2025-08
2025-08-24,PROD-003,Laptop Stand,Office,22,Sunday,34,2025-08
2025-08-25,PROD-003,Laptop Stand,Office,31,Monday,35,2025-08
2025-08-26,PROD-003,Laptop Stand,Office,38,Tuesday,35,2025-08
2025-08-27,PROD-003,Laptop Stand,Office,46,Wednesday,35,2025-08
2025-08-28,PROD-003,Laptop Stand,Office,36,Thursday,35,2025-08
2025-08-29,PROD-003,Laptop Stand,Office,26,Friday,35,2025-08
2025-08-30,PROD-003,Laptop Stand,Office,30,Saturday,35,2025-08
2025-08-31,PROD-003,Laptop Stand,Office,17,Sunday,35,2025-08
2025-09-01,PROD-003,Laptop Stand,Office,21,Monday,36,2025-09
2025-09-02,PROD-003,Laptop Stand,Office,31,Tuesday,36,2025-09
2025-09-03,PROD-003,Laptop Stand,Office,23,Wednesday,36,2025-09
2025-09-04,PROD-003,Laptop Stand,Office,29,Thursday,36,2025-09
2025-09-05,PROD-003,Laptop Stand,Office,29,Friday,36,2025-09
2025-09-06,PROD-003,Laptop Stand,Office,33,Saturday,36,2025-09
2025-09-07,PROD-003,Laptop Stand,Office,22,Sunday,36,2025-09
2025-09-08,PROD-003,Laptop Stand,Office,33,Monday,37,2025-09
2025-09-09,PROD-003,Laptop Stand,Office,42,Tuesday,37,2025-09
2025-09-10,PROD-003,Laptop Stand,Office,20,Wednesday,37,2025-09
2025-09-11,PROD-003,Laptop Stand,Office,33,Thursday,37,2025-09
2025-09-12,PROD-003,Laptop Stand,Office,33,Friday,37,2025-09
2025-09-13,PROD-003,Laptop Stand,Office,13,Saturday,37,2025-09
2025-09-14,PROD-003,Laptop Stand,Office,27,Sunday,37,2025-09
2025-09-15,PROD-003,Laptop Stand,Office,36,Monday,38,2025-09
2025-09-16,PROD-003,Laptop Stand,Office,34,Tuesday,38,2025-09
2025-09-17,PROD-003,Laptop Stand,Office,38,Wednesday,38,2025-09
2025-09-18,PROD-003,Laptop Stand,Office,45,Thursday,38,2025-09
2025-09-19,PROD-003,Laptop Stand,Office,29,Friday,38,2025-09
2025-09-20,PROD-003,Laptop Stand,Office,23,Saturday,38,2025-09
2025-09-21,PROD-003,Laptop Stand,Office,16,Sunday,38,2025-09
2025-09-22,PROD-003,Laptop Stand,Office,28,Monday,39,2025-09
2025-09-23,PROD-003,Laptop Stand,Office,41,Tuesday,39,2025-09
2025-09-24,PROD-003,Laptop Stand,Office,27,Wednesday,39,2025-09
2025-09-25,PROD-003,Laptop Stand,Office,30,Thursday,39,2025-09
2025-09-26,PROD-003,Laptop Stand,Office,24,Friday,39,2025-09
2025-09-27,PROD-003,Laptop Stand,Office,24,Saturday,39,2025-09
2025-09-28,PROD-003,Laptop Stand,Office,20,Sunday,39,2025-09
2025-09-29,PROD-003,Laptop Stand,Office,38,Monday,40,2025-09
2025-09-30,PROD-003,Laptop Stand,Office,31,Tuesday,40,2025-09
2025-10-01,PROD-003,Laptop Stand,Office,30,Wednesday,40,2025-10
2025-10-02,PROD-003,Laptop Stand,Office,22,Thursday,40,2025-10
2025-10-03,PROD-003,Laptop Stand,Office,23,Friday,40,2025-10
2025-10-04,PROD-003,Laptop Stand,Office,23,Saturday,40,2025-10
2025-10-05,PROD-003,Laptop Stand,Office,23,Sunday,40,2025-10
2025-10-06,PROD-003,Laptop Stand,Office,25,Monday,41,2025-10
2025-10-07,PROD-003,Laptop Stand,Office,39,Tuesday,41,2025-10
2025-10-08,PROD-003,Laptop Stand,Office,39,Wednesday,41,2025-10
2025-10-09,PROD-003,Laptop Stand,Office,31,Thursday,41,2025-10
2025-10-10,PROD-003,Laptop Stand,Office,37,Friday,41,2025-10
2025-10-11,PROD-003,Laptop Stand,Office,15,Saturday,41,2025-10
2025-10-12,PROD-003,Laptop Stand,Office,10,Sunday,41,2025-10
2025-10-13,PROD-003,Laptop Stand,Office,19,Monday,42,2025-10
2025-10-14,PROD-003,Laptop Stand,Office,42,Tuesday,42,2025-10
2025-10-15,PROD-003,Laptop Stand,Office,35,Wednesday,42,2025-10
2025-10-16,PROD-003,Laptop Stand,Office,28,Thursday,42,2025-10
2025-10-17,PROD-003,Laptop Stand,Office,27,Friday,42,2025-10
2025-10-18,PROD-003,Laptop Stand,Office,13,Saturday,42,2025-10
2025-10-19,PROD-003,Laptop Stand,Office,18,Sunday,42,2025-10
2025-10-20,PROD-003,Laptop Stand,Office,32,Monday,43,2025-10
2025-10-21,PROD-003,Laptop Stand,Office,34,Tuesday,43,2025-10
2025-10-22,PROD-003,Laptop Stand,Office,36,Wednesday,43,2025-10
2025-10-23,PROD-003,Laptop Stand,Office,32,Thursday,43,2025-10
2025-10-24,PROD-003,Laptop Stand,Office,28,Friday,43,2025-10
2025-10-25,PROD-003,Laptop Stand,Office,16,Saturday,43,2025-10
2025-10-26,PROD-003,Laptop Stand,Office,21,Sunday,43,2025-10
2025-10-27,PROD-003,Laptop Stand,Office,44,Monday,44,2025-10
2025-10-28,PROD-003,Laptop Stand,Office,43,Tuesday,44,2025-10
2025-10-29,PROD-003,Laptop Stand,Office,43,Wednesday,44,2025-10
2025-10-30,PROD-003,Laptop Stand,Office,27,Thursday,44,2025-10
2025-10-31,PROD-003,Laptop Stand,Office,21,Friday,44,2025-10
2025-11-01,PROD-003,Laptop Stand,Office,21,Saturday,44,2025-11
2025-11-02,PROD-003,Laptop Stand,Office,20,Sunday,44,2025-11
2025-11-03,PROD-003,Laptop Stand,Office,41,Monday,45,2025-11
2025-11-04,PROD-003,Laptop Stand,Office,27,Tuesday,45,2025-11
2025-11-05,PROD-003,Laptop Stand,Office,44,Wednesday,45,2025-11
2025-11-06,PROD-003,Laptop Stand,Office,31,Thursday,45,2025-11
2025-11-07,PROD-003,Laptop Stand,Office,12,Friday,45,2025-11
2025-11-08,PROD-003,Laptop Stand,Office,17,Saturday,45,2025-11
2025-11-09,PROD-003,Laptop Stand,Office,10,Sunday,45,2025-11
2025-11-10,PROD-003,Laptop Stand,Office,41,Monday,46,2025-11
2025-11-11,PROD-003,Laptop Stand,Office,40,Tuesday,46,2025-11
2025-11-12,PROD-003,Laptop Stand,Office,29,Wednesday,46,2025-11
2025-11-13,PROD-003,Laptop Stand,Office,26,Thursday,46,2025-11
2025-11-14,PROD-003,Laptop Stand,Office,29,Friday,46,2025-11
2025-11-15,PROD-003,Laptop Stand,Office,35,Saturday,46,2025-11
2025-11-16,PROD-003,Laptop Stand,Office,20,Sunday,46,2025-11
2025-11-17,PROD-003,Laptop Stand,Office,29,Monday,47,2025-11
2025-11-18,PROD-003,Laptop Stand,Office,40,Tuesday,47,2025-11
2025-11-19,PROD-003,Laptop Stand,Office,37,Wednesday,47,2025-11
2025-11-20,PROD-003,Laptop Stand,Office,19,Thursday,47,2025-11
2025-11-21,PROD-003,Laptop Stand,Office,32,Friday,47,2025-11
2025-11-22,PROD-003,Laptop Stand,Office,25,Saturday,47,2025-11
2025-11-23,PROD-003,Laptop Stand,Office,27,Sunday,47,2025-11
2025-11-24,PROD-003,Laptop Stand,Office,51,Monday,48,2025-11
2025-11-25,PROD-003,Laptop Stand,Office,50,Tuesday,48,2025-11
2025-11-26,PROD-003,Laptop Stand,Office,39,Wednesday,48,2025-11
2025-11-27,PROD-003,Laptop Stand,Office,30,Thursday,48,2025-11
2025-11-28,PROD-003,Laptop Stand,Office,50,Friday,48,2025-11
2025-11-29,PROD-003,Laptop Stand,Office,27,Saturday,48,2025-11
2025-11-30,PROD-003,Laptop Stand,Office,24,Sunday,48,2025-11
2025-12-01,PROD-003,Laptop Stand,Office,41,Monday,49,2025-12
2025-12-02,PROD-003,Laptop Stand,Office,46,Tuesday,49,2025-12
2025-12-03,PROD-003,Laptop Stand,Office,40,Wednesday,49,2025-12
2025-12-04,PROD-003,Laptop Stand,Office,34,Thursday,49,2025-12
2025-12-05,PROD-003,Laptop Stand,Office,31,Friday,49,2025-12
2025-12-06,PROD-003,Laptop Stand,Office,27,Saturday,49,2025-12
2025-12-07,PROD-003,Laptop Stand,Office,20,Sunday,49,2025-12
2025-12-08,PROD-003,Laptop Stand,Office,36,Monday,50,2025-12
2025-12-09,PROD-003,Laptop Stand,Office,45,Tuesday,50,2025-12
2025-12-10,PROD-003,Laptop Stand,Office,39,Wednesday,50,2025-12
2025-12-11,PROD-003,Laptop Stand,Office,47,Thursday,50,2025-12
2025-12-12,PROD-003,Laptop Stand,Office,17,Friday,50,2025-12
2025-12-13,PROD-003,Laptop Stand,Office,34,Saturday,50,2025-12
2025-12-14,PROD-003,Laptop Stand,Office,31,Sunday,50,2025-12
2025-12-15,PROD-003,Laptop Stand,Office,27,Monday,51,2025-12
2025-12-16,PROD-003,Laptop Stand,Office,41,Tuesday,51,2025-12
2025-12-17,PROD-003,Laptop Stand,Office,37,Wednesday,51,2025-12
2025-12-18,PROD-003,Laptop Stand,Office,27,Thursday,51,2025-12
2025-12-19,PROD-003,Laptop Stand,Office,28,Friday,51,2025-12
2025-12-20,PROD-003,Laptop Stand,Office,19,Saturday,51,2025-12
2025-12-21,PROD-003,Laptop Stand,Office,33,Sunday,51,2025-12
2025-12-22,PROD-003,Laptop Stand,Office,45,Monday,52,2025-12
2025-12-23,PROD-003,Laptop Stand,Office,50,Tuesday,52,2025-12
2025-12-24,PROD-003,Laptop Stand,Office,43,Wednesday,52,2025-12
2025-12-25,PROD-003,Laptop Stand,Office,28,Thursday,52,2025-12
2025-12-26,PROD-003,Laptop Stand,Office,28,Friday,52,2025-12
2025-12-27,PROD-003,Laptop Stand,Office,28,Saturday,52,2025-12
2025-12-28,PROD-003,Laptop Stand,Office,14,Sunday,52,2025-12
2025-12-29,PROD-003,Laptop Stand,Office,42,Monday,1,2025-12
2025-12-30,PROD-003,Laptop Stand,Office,39,Tuesday,1,2025-12
2025-12-31,PROD-003,Laptop Stand,Office,35,Wednesday,1,2025-12
2026-01-01,PROD-003,Laptop Stand,Office,38,Thursday,1,2026-01
2026-01-02,PROD-003,Laptop Stand,Office,33,Friday,1,2026-01
2026-01-03,PROD-003,Laptop Stand,Office,22,Saturday,1,2026-01
2026-01-04,PROD-003,Laptop Stand,Office,28,Sunday,1,2026-01
2026-01-05,PROD-003,Laptop Stand,Office,29,Monday,2,2026-01
2026-01-06,PROD-003,Laptop Stand,Office,43,Tuesday,2,2026-01
2026-01-07,PROD-003,Laptop Stand,Office,77,Wednesday,2,2026-01
2026-01-08,PROD-003,Laptop Stand,Office,68,Thursday,2,2026-01
2026-01-09,PROD-003,Laptop Stand,Office,69,Friday,2,2026-01
2026-01-10,PROD-003,Laptop Stand,Office,16,Saturday,2,2026-01
2026-01-11,PROD-003,Laptop Stand,Office,26,Sunday,2,2026-01
2026-01-12,PROD-003,Laptop Stand,Office,55,Monday,3,2026-01
2026-01-13,PROD-003,Laptop Stand,Office,56,Tuesday,3,2026-01
2026-01-14,PROD-003,Laptop Stand,Office,62,Wednesday,3,2026-01
2026-01-15,PROD-003,Laptop Stand,Office,49,Thursday,3,2026-01
2026-01-16,PROD-003,Laptop Stand,Office,41,Friday,3,2026-01
2026-01-17,PROD-003,Laptop Stand,Office,34,Saturday,3,2026-01
2026-01-18,PROD-003,Laptop Stand,Office,45,Sunday,3,2026-01
2026-01-19,PROD-003,Laptop Stand,Office,48,Monday,4,2026-01
2026-01-20,PROD-003,Laptop Stand,Office,71,Tuesday,4,2026-01
2026-01-21,PROD-003,Laptop Stand,Office,44,Wednesday,4,2026-01
2026-01-22,PROD-003,Laptop Stand,Office,44,Thursday,4,2026-01
2026-01-23,PROD-003,Laptop Stand,Office,32,Friday,4,2026-01
2026-01-24,PROD-003,Laptop Stand,Office,24,Saturday,4,2026-01
2026-01-25,PROD-003,Laptop Stand,Office,18,Sunday,4,2026-01
2026-01-26,PROD-003,Laptop Stand,Office,40,Monday,5,2026-01
2026-01-27,PROD-003,Laptop Stand,Office,41,Tuesday,5,2026-01
2026-01-28,PROD-003,Laptop Stand,Office,45,Wednesday,5,2026-01
2026-01-29,PROD-003,Laptop Stand,Office,36,Thursday,5,2026-01
2026-01-30,PROD-003,Laptop Stand,Office,33,Friday,5,2026-01
2026-01-31,PROD-003,Laptop Stand,Office,24,Saturday,5,2026-01
2026-02-01,PROD-003,Laptop Stand,Office,23,Sunday,5,2026-02
2026-02-02,PROD-003,Laptop Stand,Office,42,Monday,6,2026-02
2026-02-03,PROD-003,Laptop Stand,Office,33,Tuesday,6,2026-02
2026-02-04,PROD-003,Laptop Stand,Office,32,Wednesday,6,2026-02
2026-02-05,PROD-003,Laptop Stand,Office,42,Thursday,6,2026-02
2026-02-06,PROD-003,Laptop Stand,Office,36,Friday,6,2026-02
2025-08-10,PROD-004,Notebook A5,Stationery,82,Sunday,32,2025-08
2025-08-11,PROD-004,Notebook A5,Stationery,140,Monday,33,2025-08
2025-08-12,PROD-004,Notebook A5,Stationery,171,Tuesday,33,2025-08
2025-08-13,PROD-004,Notebook A5,Stationery,169,Wednesday,33,2025-08
2025-08-14,PROD-004,Notebook A5,Stationery,132,Thursday,33,2025-08
2025-08-15,PROD-004,Notebook A5,Stationery,119,Friday,33,2025-08
2025-08-16,PROD-004,Notebook A5,Stationery,113,Saturday,33,2025-08
2025-08-17,PROD-004,Notebook A5,Stationery,103,Sunday,33,2025-08
2025-08-18,PROD-004,Notebook A5,Stationery,146,Monday,34,2025-08
2025-08-19,PROD-004,Notebook A5,Stationery,161,Tuesday,34,2025-08
2025-08-20,PROD-004,Notebook A5,Stationery,150,Wednesday,34,2025-08
2025-08-21,PROD-004,Notebook A5,Stationery,128,Thursday,34,2025-08
2025-08-22,PROD-004,Notebook A5,Stationery,120,Friday,34,2025-08
2025-08-23,PROD-004,Notebook A5,Stationery,93,Saturday,34,2025-08
2025-08-24,PROD-004,Notebook A5,Stationery,83,Sunday,34,2025-08
2025-08-25,PROD-004,Notebook A5,Stationery,156,Monday,35,2025-08
2025-08-26,PROD-004,Notebook A5,Stationery,172,Tuesday,35,2025-08
2025-08-27,PROD-004,Notebook A5,Stationery,172,Wednesday,35,2025-08
2025-08-28,PROD-004,Notebook A5,Stationery,134,Thursday,35,2025-08
2025-08-29,PROD-004,Notebook A5,Stationery,141,Friday,35,2025-08
2025-08-30,PROD-004,Notebook A5,Stationery,103,Saturday,35,2025-08
2025-08-31,PROD-004,Notebook A5,Stationery,91,Sunday,35,2025-08
2025-09-01,PROD-004,Notebook A5,Stationery,164,Monday,36,2025-09
2025-09-02,PROD-004,Notebook A5,Stationery,160,Tuesday,36,2025-09
2025-09-03,PROD-004,Notebook A5,Stationery,161,Wednesday,36,2025-09
2025-09-04,PROD-004,Notebook A5,Stationery,146,Thursday,36,2025-09
2025-09-05,PROD-004,Notebook A5,Stationery,136,Friday,36,2025-09
2025-09-06,PROD-004,Notebook A5,Stationery,107,Saturday,36,2025-09
2025-09-07,PROD-004,Notebook A5,Stationery,115,Sunday,36,2025-09
2025-09-08,PROD-004,Notebook A5,Stationery,150,Monday,37,2025-09
2025-09-09,PROD-004,Notebook A5,Stationery,164,Tuesday,37,2025-09
2025-09-10,PROD-004,Notebook A5,Stationery,149,Wednesday,37,2025-09
2025-09-11,PROD-004,Notebook A5,Stationery,137,Thursday,37,2025-09
2025-09-12,PROD-004,Notebook A5,Stationery,122,Friday,37,2025-09
2025-09-13,PROD-004,Notebook A5,Stationery,114,Saturday,37,2025-09
2025-09-14,PROD-004,Notebook A5,Stationery,103,Sunday,37,2025-09
2025-09-15,PROD-004,Notebook A5,Stationery,146,Monday,38,2025-09
2025-09-16,PROD-004,Notebook A5,Stationery,156,Tuesday,38,2025-09
2025-09-17,PROD-004,Notebook A5,Stationery,155,Wednesday,38,2025-09
2025-09-18,PROD-004,Notebook A5,Stationery,132,Thursday,38,2025-09
2025-09-19,PROD-004,Notebook A5,Stationery,130,Friday,38,2025-09
2025-09-20,PROD-004,Notebook A5,Stationery,100,Saturday,38,2025-09
2025-09-21,PROD-004,Notebook A5,Stationery,71,Sunday,38,2025-09
2025-09-22,PROD-004,Notebook A5,Stationery,160,Monday,39,2025-09
2025-09-23,PROD-004,Notebook A5,Stationery,174,Tuesday,39,2025-09
2025-09-24,PROD-004,Notebook A5,Stationery,138,Wednesday,39,2025-09
2025-09-25,PROD-004,Notebook A5,Stationery,127,Thursday,39,2025-09
2025-09-26,PROD-004,Notebook A5,Stationery,121,Friday,39,2025-09
2025-09-27,PROD-004,Notebook A5,Stationery,97,Saturday,39,2025-09
2025-09-28,PROD-004,Notebook A5,Stationery,88,Sunday,39,2025-09
2025-09-29,PROD-004,Notebook A5,Stationery,158,Monday,40,2025-09
2025-09-30,PROD-004,Notebook A5,Stationery,147,Tuesday,40,2025-09
2025-10-01,PROD-004,Notebook A5,Stationery,129,Wednesday,40,2025-10
2025-10-02,PROD-004,Notebook A5,Stationery,111,Thursday,40,2025-10
2025-10-03,PROD-004,Notebook A5,Stationery,105,Friday,40,2025-10
2025-10-04,PROD-004,Notebook A5,Stationery,89,Saturday,40,2025-10
2025-10-05,PROD-004,Notebook A5,Stationery,95,Sunday,40,2025-10
2025-10-06,PROD-004,Notebook A5,Stationery,128,Monday,41,2025-10
2025-10-07,PROD-004,Notebook A5,Stationery,145,Tuesday,41,2025-10
2025-10-08,PROD-004,Notebook A5,Stationery,131,Wednesday,41,2025-10
2025-10-09,PROD-004,Notebook A5,Stationery,131,Thursday,41,2025-10
2025-10-10,PROD-004,Notebook A5,Stationery,133,Friday,41,2025-10
2025-10-11,PROD-004,Notebook A5,Stationery,82,Saturday,41,2025-10
2025-10-12,PROD-004,Notebook A5,Stationery,71,Sunday,41,2025-10
2025-10-13,PROD-004,Notebook A5,Stationery,140,Monday,42,2025-10
2025-10-14,PROD-004,Notebook A5,Stationery,147,Tuesday,42,2025-10
2025-10-15,PROD-004,Notebook A5,Stationery,147,Wednesday,42,2025-10
2025-10-16,PROD-004,Notebook A5,Stationery,124,Thursday,42,2025-10
2025-10-17,PROD-004,Notebook A5,Stationery,104,Friday,42,2025-10
2025-10-18,PROD-004,Notebook A5,Stationery,20,Saturday,42,2025-10
2025-10-19,PROD-004,Notebook A5,Stationery,86,Sunday,42,2025-10
2025-10-20,PROD-004,Notebook A5,Stationery,137,Monday,43,2025-10
2025-10-21,PROD-004,Notebook A5,Stationery,146,Tuesday,43,2025-10
2025-10-22,PROD-004,Notebook A5,Stationery,140,Wednesday,43,2025-10
2025-10-23,PROD-004,Notebook A5,Stationery,131,Thursday,43,2025-10
2025-10-24,PROD-004,Notebook A5,Stationery,122,Friday,43,2025-10
2025-10-25,PROD-004,Notebook A5,Stationery,94,Saturday,43,2025-10
2025-10-26,PROD-004,Notebook A5,Stationery,75,Sunday,43,2025-10
2025-10-27,PROD-004,Notebook A5,Stationery,134,Monday,44,2025-10
2025-10-28,PROD-004,Notebook A5,Stationery,156,Tuesday,44,2025-10
2025-10-29,PROD-004,Notebook A5,Stationery,126,Wednesday,44,2025-10
2025-10-30,PROD-004,Notebook A5,Stationery,127,Thursday,44,2025-10
2025-10-31,PROD-004,Notebook A5,Stationery,109,Friday,44,2025-10
2025-11-01,PROD-004,Notebook A5,Stationery,91,Saturday,44,2025-11
2025-11-02,PROD-004,Notebook A5,Stationery,92,Sunday,44,2025-11
2025-11-03,PROD-004,Notebook A5,Stationery,140,Monday,45,2025-11
2025-11-04,PROD-004,Notebook A5,Stationery,152,Tuesday,45,2025-11
2025-11-05,PROD-004,Notebook A5,Stationery,127,Wednesday,45,2025-11
2025-11-06,PROD-004,Notebook A5,Stationery,137,Thursday,45,2025-11
2025-11-07,PROD-004,Notebook A5,Stationery,125,Friday,45,2025-11
2025-11-08,PROD-004,Notebook A5,Stationery,116,Saturday,45,2025-11
2025-11-09,PROD-004,Notebook A5,Stationery,81,Sunday,45,2025-11
2025-11-10,PROD-004,Notebook A5,Stationery,148,Monday,46,2025-11
2025-11-11,PROD-004,Notebook A5,Stationery,161,Tuesday,46,2025-11
2025-11-12,PROD-004,Notebook A5,Stationery,163,Wednesday,46,2025-11
2025-11-13,PROD-004,Notebook A5,Stationery,135,Thursday,46,2025-11
2025-11-14,PROD-004,Notebook A5,Stationery,127,Friday,46,2025-11
2025-11-15,PROD-004,Notebook A5,Stationery,106,Saturday,46,2025-11
2025-11-16,PROD-004,Notebook A5,Stationery,90,Sunday,46,2025-11
2025-11-17,PROD-004,Notebook A5,Stationery,148,Monday,47,2025-11
2025-11-18,PROD-004,Notebook A5,Stationery,167,Tuesday,47,2025-11
2025-11-19,PROD-004,Notebook A5,Stationery,164,Wednesday,47,2025-11
2025-11-20,PROD-004,Notebook A5,Stationery,131,Thursday,47,2025-11
2025-11-21,PROD-004,Notebook A5,Stationery,130,Friday,47,2025-11
2025-11-22,PROD-004,Notebook A5,Stationery,97,Saturday,47,2025-11
2025-11-23,PROD-004,Notebook A5,Stationery,102,Sunday,47,2025-11
2025-11-24,PROD-004,Notebook A5,Stationery,142,Monday,48,2025-11
2025-11-25,PROD-004,Notebook A5,Stationery,165,Tuesday,48,2025-11
2025-11-26,PROD-004,Notebook A5,Stationery,161,Wednesday,48,2025-11
2025-11-27,PROD-004,Notebook A5,Stationery,159,Thursday,48,2025-11
2025-11-28,PROD-004,Notebook A5,Stationery,131,Friday,48,2025-11
2025-11-29,PROD-004,Notebook A5,Stationery,100,Saturday,48,2025-11
2025-11-30,PROD-004,Notebook A5,Stationery,110,Sunday,48,2025-11
2025-12-01,PROD-004,Notebook A5,Stationery,144,Monday,49,2025-12
2025-12-02,PROD-004,Notebook A5,Stationery,150,Tuesday,49,2025-12
2025-12-03,PROD-004,Notebook A5,Stationery,162,Wednesday,49,2025-12
2025-12-04,PROD-004,Notebook A5,Stationery,139,Thursday,49,2025-12
2025-12-05,PROD-004,Notebook A5,Stationery,121,Friday,49,2025-12
2025-12-06,PROD-004,Notebook A5,Stationery,111,Saturday,49,2025-12
2025-12-07,PROD-004,Notebook A5,Stationery,93,Sunday,49,2025-12
2025-12-08,PROD-004,Notebook A5,Stationery,151,Monday,50,2025-12
2025-12-09,PROD-004,Notebook A5,Stationery,156,Tuesday,50,2025-12
2025-12-10,PROD-004,Notebook A5,Stationery,163,Wednesday,50,2025-12
2025-12-11,PROD-004,Notebook A5,Stationery,148,Thursday,50,2025-12
2025-12-12,PROD-004,Notebook A5,Stationery,127,Friday,50,2025-12
2025-12-13,PROD-004,Notebook A5,Stationery,119,Saturday,50,2025-12
2025-12-14,PROD-004,Notebook A5,Stationery,78,Sunday,50,2025-12
2025-12-15,PROD-004,Notebook A5,Stationery,136,Monday,51,2025-12
2025-12-16,PROD-004,Notebook A5,Stationery,156,Tuesday,51,2025-12
2025-12-17,PROD-004,Notebook A5,Stationery,149,Wednesday,51,2025-12
2025-12-18,PROD-004,Notebook A5,Stationery,138,Thursday,51,2025-12
2025-12-19,PROD-004,Notebook A5,Stationery,120,Friday,51,2025-12
2025-12-20,PROD-004,Notebook A5,Stationery,101,Saturday,51,2025-12
2025-12-21,PROD-004,Notebook A5,Stationery,73,Sunday,51,2025-12
2025-12-22,PROD-004,Notebook A5,Stationery,158,Monday,52,2025-12
2025-12-23,PROD-004,Notebook A5,Stationery,155,Tuesday,52,2025-12
2025-12-24,PROD-004,Notebook A5,Stationery,153,Wednesday,52,2025-12
2025-12-25,PROD-004,Notebook A5,Stationery,61,Thursday,52,2025-12
2025-12-26,PROD-004,Notebook A5,Stationery,121,Friday,52,2025-12
2025-12-27,PROD-004,Notebook A5,Stationery,98,Saturday,52,2025-12
2025-12-28,PROD-004,Notebook A5,Stationery,85,Sunday,52,2025-12
2025-12-29,PROD-004,Notebook A5,Stationery,144,Monday,1,2025-12
2025-12-30,PROD-004,Notebook A5,Stationery,161,Tuesday,1,2025-12
2025-12-31,PROD-004,Notebook A5,Stationery,138,Wednesday,1,2025-12
2026-01-01,PROD-004,Notebook A5,Stationery,131,Thursday,1,2026-01
2026-01-02,PROD-004,Notebook A5,Stationery,111,Friday,1,2026-01
2026-01-03,PROD-004,Notebook A5,Stationery,103,Saturday,1,2026-01
2026-01-04,PROD-004,Notebook A5,Stationery,71,Sunday,1,2026-01
2026-01-05,PROD-004,Notebook A5,Stationery,149,Monday,2,2026-01
2026-01-06,PROD-004,Notebook A5,Stationery,142,Tuesday,2,2026-01
2026-01-07,PROD-004,Notebook A5,Stationery,297,Wednesday,2,2026-01
2026-01-08,PROD-004,Notebook A5,Stationery,301,Thursday,2,2026-01
2026-01-09,PROD-004,Notebook A5,Stationery,282,Friday,2,2026-01
2026-01-10,PROD-004,Notebook A5,Stationery,94,Saturday,2,2026-01
2026-01-11,PROD-004,Notebook A5,Stationery,69,Sunday,2,2026-01
2026-01-12,PROD-004,Notebook A5,Stationery,221,Monday,3,2026-01
2026-01-13,PROD-004,Notebook A5,Stationery,218,Tuesday,3,2026-01
2026-01-14,PROD-004,Notebook A5,Stationery,221,Wednesday,3,2026-01
2026-01-15,PROD-004,Notebook A5,Stationery,191,Thursday,3,2026-01
2026-01-16,PROD-004,Notebook A5,Stationery,188,Friday,3,2026-01
2026-01-17,PROD-004,Notebook A5,Stationery,189,Saturday,3,2026-01
2026-01-18,PROD-004,Notebook A5,Stationery,179,Sunday,3,2026-01
2026-01-19,PROD-004,Notebook A5,Stationery,230,Monday,4,2026-01
